web_browser,operating_sys,from_url,to_url,city,longitude,latitude,time_zone,time_in,time_out
Mozilla/5.0,Windows NT 6.1,direct,www.nysdot.gov,Palo Alto,37.376202,-122.182602,America/Los_Angeles,1331924105,1319563556
Opera/9.80,Ubuntu 14.04.6,direct,www.nature.nps.gov,Graz,47.0667,15.45,Europe/Vienna,1331924108,1331921833
Mozilla/5.0,Linux,www.shrewsbury-ma.gov,www.shrewsbury-ma.gov,Brooklyn,40.6525,-73.955399,America/New_York,1331924108,1273672411
Mozilla/5.0,Linux,www.shrewsbury-ma.gov,www.shrewsbury-ma.gov,Brooklyn,40.6525,-73.955399,America/New_York,1331924108,1273672506
Mozilla/5.0,Macintosh,t.co,www.ncbi.nlm.nih.gov,Bronx,40.849899,-73.8769,America/New_York,1331924108,1330887615
Mozilla/5.0,Windows NT 6.1,www.facebook.com,www.nasa.gov,Mitry-mory,48.983299,2.6167,Europe/Paris,1331924112,1331922854
Mozilla/5.0,Windows NT 6.1,t.co,blogs.loc.gov,Silver Spring,39.052101,-77.014999,America/New_York,1331924112,1331822895
Mozilla/5.0,Windows NT 6.1,direct,www.nysdot.gov,White Plains,41.029099,-73.758003,America/New_York,1331924112,1319563556
Mozilla/5.0,Windows NT 6.1,www.nccpr.org,www.acf.hhs.gov,Chippewa Falls,44.9617,-91.4403,America/Chicago,1331924113,1318105111
Mozilla/4.0,Windows NT 6.1,togetter.com,www.navy.mil,Nogata,33.733299,130.733307,Asia/Tokyo,1331924113,1280722781
Mozilla/5.0,Macintosh,t.co,www.capitol.hawaii.gov,Eagle River,61.214901,-149.258301,America/Anchorage,1331924114,1331781044
Mozilla/5.0,Windows NT 6.1,direct,www.niehs.nih.gov,Durham,35.9925,-78.901703,America/New_York,1331924115,1311329628
Mozilla/4.0,Windows NT 6.1,direct,toxtown.nlm.nih.gov,Kennesaw,34.010399,-84.623901,America/New_York,1331924118,1255769846
Mozilla/5.0,Windows,direct,boem.gov,Dallas,32.782501,-96.820702,America/Chicago,1331924119,1328731195
Mozilla/5.0,Macintosh,direct,www.nysdot.gov,White Plains,41.029099,-73.758003,America/New_York,1331924121,1319563556
Mozilla/5.0,Macintosh,www.facebook.com,www.nasa.gov,Houston,29.830099,-95.4739,America/Chicago,1331924120,1331922854
Mozilla/5.0,Windows NT 5.1,t.co,www.fda.gov,Philadelphia,40.037498,-75.145401,America/New_York,1331924125,1331923740
Mozilla/4.0,Windows NT 6.1,investorshub.advfn.com,www.fda.gov,Trenton,40.256199,-74.758102,America/New_York,1331924128,1294942965
Mozilla/4.0,Windows NT 6.1,togetter.com,www.navy.mil,Nogata,33.733299,130.733307,Asia/Tokyo,1331924128,1280722951
Mozilla/4.0,Windows NT 6.1,direct,www.cnic.navy.mil,Mililani,21.4701,-157.963699,Pacific/Honolulu,1331924129,1331922709
Mozilla/4.0,Windows NT 6.1,direct,www.cnic.navy.mil,Mililani,21.4701,-157.963699,Pacific/Honolulu,1331924129,1331922709
Mozilla/5.0,Windows NT 6.0,www.facebook.com,www.loudoun.gov,Chantilly,38.903599,-77.451202,America/New_York,1331924132,1331758026
Mozilla/4.0,Windows NT 6.1,direct,public.health.oregon.gov,Vancouver,45.667599,-122.6063,America/Los_Angeles,1331924133,1322004681
Mozilla/5.0,Windows NT 6.1,t.co,www.nasa.gov,Mexico,19.4342,-99.138603,America/Mexico_City,1331924134,1331921564
Mozilla/5.0,Windows NT 6.0,direct,www.nasa.gov,Tokyo,35.685001,139.751404,Asia/Tokyo,1331924135,1331834915
Mozilla/5.0,Macintosh,www.facebook.com,www.nasa.gov,Houston,29.830099,-95.4739,America/Chicago,1331924137,1331922854
Mozilla/5.0,Windows NT 6.1,www.facebook.com,www.nasa.gov,Thessalon,40.640301,22.943899,Europe/Athens,1331924140,1331922854
Mozilla/5.0,Macintosh,t.co,www.ncbi.nlm.nih.gov,Bronx,40.849899,-73.8769,America/New_York,1331924143,1331800505
Mozilla/4.0,Windows NT 6.1,togetter.com,www.navy.mil,Nogata,33.733299,130.733307,Asia/Tokyo,1331924146,1280723150
Mozilla/5.0,Windows,direct,www.fws.gov,Dallas,32.782501,-96.820702,America/Chicago,1331924148,1328112639
Mozilla/5.0,Windows NT 6.1,direct,www.nysdot.gov,Lewisville,33.050301,-97.014702,America/Chicago,1331924150,1319563556
Mozilla/5.0,Windows NT 6.1,www.facebook.com,www.nasa.gov,Carolina,18.393999,-65.977898,America/Puerto_Rico,1331924151,1331922854
Mozilla/5.0,Windows NT 6.1,direct,www.nysdot.gov,Appleton,44.338501,-88.404198,America/Chicago,1331924154,1319563556
Mozilla/5.0,Windows NT 6.1,direct,www.nysdot.gov,Laurel,39.096699,-76.877899,America/New_York,1331924155,1319563556
Mozilla/5.0,Macintosh,direct,www2.ed.gov,Brooklyn,40.6525,-73.955399,America/New_York,1331924156,1310989035
Mozilla/5.0,Macintosh,t.co,apod.nasa.gov,Mexico,19.4342,-99.138603,America/Mexico_City,1331924158,1331530604
Mozilla/5.0,Windows,direct,www.nature.nps.gov,Dallas,32.782501,-96.820702,America/Chicago,1331924157,1327674883
Mozilla/5.0,Windows,direct,www.nature.nps.gov,Dallas,32.782501,-96.820702,America/Chicago,1331924159,1327674883
Mozilla/5.0,Windows,direct,www.nature.nps.gov,Dallas,32.782501,-96.820702,America/Chicago,1331924160,1327674883
Mozilla/5.0,Windows NT 6.0,www.facebook.com,www.nasa.gov,Salt Lake City,40.724201,-111.8787,America/Denver,1331924161,1331922854
Opera/9.80,Windows NT 6.1,www.facebook.com,www.nasa.gov,Sylvester,31.540899,-83.874901,America/New_York,1331924161,1331922854
Mozilla/5.0,Windows NT 6.1,direct,www.nysdot.gov,Chicago,41.8675,-87.6744,America/Chicago,1331924162,1319563556
Mozilla/5.0,Macintosh,direct,www.nysdot.gov,Dallas,32.901299,-96.793602,America/Chicago,1331924162,1319563556
Mozilla/5.0,Windows,direct,www.nature.nps.gov,Dallas,32.782501,-96.820702,America/Chicago,1331924162,1327674883
Mozilla/5.0,Macintosh,direct,www.irs.gov,Stockport,53.400002,-2.15,Europe/London,1331924162,1331742257
Mozilla/4.0,Windows NT 6.1,togetter.com,www.navy.mil,Nogata,33.733299,130.733307,Asia/Tokyo,1331924163,1280723150
Mozilla/5.0,Macintosh,www.facebook.com,www.nassaucountyny.gov,Massapequa,40.682598,-73.467003,America/New_York,1331924164,1331663765
Mozilla/5.0,Macintosh,direct,www.nysdot.gov,White Plains,41.029099,-73.758003,America/New_York,1331924166,1319563556
Mozilla/5.0,Windows NT 5.1,www.barackobama.com,www.whitehouse.gov,Bethesda,38.987801,-77.126198,America/New_York,1331924170,1331814239
Mozilla/5.0,Windows,direct,www.whitehouse.gov,Dallas,32.782501,-96.820702,America/Chicago,1331924170,1327456005
Mozilla/4.0,Windows NT 6.1,t.co,www.kingcounty.gov,Gig Harbor,47.343498,-122.6474,America/Los_Angeles,1331924170,1330731297
Mozilla/5.0,Windows,direct,www.nysdot.gov,White Plains,41.029099,-73.758003,America/New_York,1331924176,1319563556
Mozilla/5.0,Ubuntu 14.04.6,direct,www.nasa.gov,Harlow,51.783298,0.1667,Europe/London,1331924177,1331922854
Mozilla/5.0,iPhone,m.facebook.com,www.nasa.gov,Greenback,35.675499,-84.169899,America/Chicago,1331924177,1331908247
Mozilla/5.0,Windows,direct,www.nysdot.gov,White Plains,41.029099,-73.758003,America/New_York,1331924177,1319563556
Mozilla/5.0,Windows,www.dailypaul.com,www.sos.ca.gov,Canyon Country,34.418701,-118.432999,America/Los_Angeles,1331924177,1305932958
Mozilla/5.0,iPhone,twitter.com,www.wrh.noaa.gov,Bell,33.976101,-118.153503,America/Los_Angeles,1331924179,1300885965
Mozilla/4.0,Windows NT 6.1,www.cleveland.com,www.irs.gov,Cincinnati,39.169899,-84.485901,America/New_York,1331924179,1326227687
Mozilla/5.0,iPhone,t.co,forecast.weather.gov,San Diego,32.797699,-117.132202,America/Los_Angeles,1331924180,1304285400
Mozilla/5.0,Windows NT 6.1,www.facebook.com,www.nasa.gov,Grenaa,56.416698,10.8833,Europe/Copenhagen,1331924183,1331922854
Mozilla/5.0,Windows NT 6.1,t.co,www.nasa.gov,Silver Spring,39.052101,-77.014999,America/New_York,1331924184,1331726750
Mozilla/5.0,Windows NT 6.1,direct,www.nysdot.gov,Alexandria,38.790901,-77.094704,America/New_York,1331924187,1319563556
Mozilla/5.0,Windows NT 6.1,direct,www.nysdot.gov,Gainesville,29.7598,-82.280899,America/New_York,1331924187,1319563556
Mozilla/5.0,Windows,direct,www.nysdot.gov,White Plains,41.029099,-73.758003,America/New_York,1331924189,1319563556
Mozilla/5.0,Windows,direct,www.nysdot.gov,White Plains,41.029099,-73.758003,America/New_York,1331924190,1319563556
Opera/9.80,Windows NT 6.1,plus.url.google.com,www.nasa.gov,Dubai,25.252199,55.279999,Asia/Dubai,1331924189,1331905829
Mozilla/5.0,Windows,direct,www.nysdot.gov,Jacksonville,30.143801,-81.5401,America/New_York,1331924191,1319563556
Mozilla/5.0,Macintosh,direct,www.nysdot.gov,White Plains,41.029099,-73.758003,America/New_York,1331924194,1319563556
Mozilla/5.0,Windows NT 6.1,www.facebook.com,www.nasa.gov,Warsaw,52.25,21,Europe/Warsaw,1331924195,1331922854
Mozilla/4.0,Windows NT 6.1,direct,www.cnic.navy.mil,Newport News,37.0863,-76.491402,America/New_York,1331924196,1320241999
Mozilla/5.0,Windows NT 6.1,direct,www.nysdot.gov,Hallandale,25.9863,-80.151802,America/New_York,1331924201,1319563556
Mozilla/5.0,Windows NT 6.1,direct,www.nysdot.gov,Palo Alto,37.376202,-122.182602,America/Los_Angeles,1331924202,1319563556
Mozilla/5.0,Linux,t.co,www.nasa.gov,Wichita,37.6936,-97.4804,America/Chicago,1331924204,1331670810
Mozilla/4.0,Windows NT 6.1,direct,www.fda.gov,Paramus,40.9445,-74.07,America/New_York,1331924204,1301298479
Mozilla/5.0,Windows NT 6.1,direct,www.nysdot.gov,Palo Alto,37.376202,-122.182602,America/Los_Angeles,1331924206,1319563556
Mozilla/5.0,Windows NT 6.1,direct,www.nps.gov,Oxnard,34.195999,-119.168098,America/Los_Angeles,1331924211,1331509485
Mozilla/5.0,Macintosh,direct,www.nysdot.gov,San Francisco,37.7645,-122.429398,America/Los_Angeles,1331924212,1319563556
Mozilla/4.0,Windows NT 6.1,togetter.com,www.navy.mil,Nogata,33.733299,130.733307,Asia/Tokyo,1331924216,1280723265
Mozilla/5.0,Windows,direct,www.nps.gov,Dallas,32.782501,-96.820702,America/Chicago,1331924218,1326728517
Mozilla/5.0,Windows NT 6.1,direct,www.nysdot.gov,Palo Alto,37.376202,-122.182602,America/Los_Angeles,1331924220,1319563556
Mozilla/5.0,Windows NT 6.1,direct,www.nysdot.gov,Webster,43.218601,-77.449402,America/New_York,1331924220,1319563556
Mozilla/5.0,Windows,direct,gov.ca.gov,Dallas,32.782501,-96.820702,America/Chicago,1331924219,1326569791
Mozilla/5.0,BlackBerry,t.co,yosemite.epa.gov,Selden,40.871399,-73.042503,America/New_York,1331924220,1331923485
Opera/9.80,Windows NT 6.1,www.facebook.com,www.nasa.gov,Horten,59.413601,10.4669,Europe/Oslo,1331924220,1331922854
Mozilla/5.0,Windows,direct,www.nps.gov,Dallas,32.782501,-96.820702,America/Chicago,1331924220,1326561812
Mozilla/5.0,Ubuntu 14.04.6,direct,sec.gov,Bellevue,47.615398,-122.210297,America/Los_Angeles,1331924221,1331806297
Mozilla/5.0,Macintosh,direct,www.kids.gov,Chicago,41.8675,-87.6744,America/Chicago,1331924222,1331821140
Mozilla/5.0,Windows NT 6.1,direct,www.nysdot.gov,Erie,42.110199,-80.068199,America/New_York,1331924226,1319563556
Mozilla/5.0,Macintosh,direct,www.nysdot.gov,Orlando,28.5037,-81.330597,America/New_York,1331924227,1319563556
Mozilla/4.0,Windows NT 6.1,direct,www.cnic.navy.mil,Newport News,37.0863,-76.491402,America/New_York,1331924227,1320241999
Mozilla/5.0,Macintosh,direct,www.nysdot.gov,White Plains,41.029099,-73.758003,America/New_York,1331924229,1319563556
Mozilla/5.0,Windows NT 6.0,www.facebook.com,www.nasa.gov,Athens,34.8167,-86.998199,America/Chicago,1331924230,1331922854
Mozilla/5.0,Windows,direct,www.nysdot.gov,White Plains,41.029099,-73.758003,America/New_York,1331924235,1319563556
Mozilla/5.0,Windows,direct,www.nysdot.gov,White Plains,41.029099,-73.758003,America/New_York,1331924235,1319563556
Mozilla/5.0,iPhone,twitter.com,www.nasa.gov,Veenoord,52.716702,6.85,Europe/Amsterdam,1331924236,1331816802
Mozilla/4.0,Windows NT 6.1,togetter.com,www.navy.mil,Nogata,33.733299,130.733307,Asia/Tokyo,1331924236,1280723521
Mozilla/5.0,Windows NT 6.1,direct,www.nysdot.gov,Baltimore,39.3181,-76.613998,America/New_York,1331924238,1319563556
Mozilla/5.0,Macintosh,direct,www.nysdot.gov,White Plains,41.029099,-73.758003,America/New_York,1331924240,1319563556
Mozilla/5.0,Windows NT 6.1,www.skihood.com,forecast.weather.gov,Boca Raton,26.345699,-80.115303,America/New_York,1331924241,1297583387
Mozilla/5.0,Windows,direct,nces.ed.gov,Columbus,40.0532,-83.022003,America/New_York,1331924241,1321909488
Mozilla/5.0,Windows NT 5.1,today.lbl.gov,www.jgi.doe.gov,Albany,37.8895,-122.294701,America/Los_Angeles,1331924241,1316635895
Mozilla/5.0,Windows NT 6.1,www.facebook.com,www.nasa.gov,Kirov,58.596901,49.658298,Asia/Yekaterinburg,1331924241,1331922854
Mozilla/5.0,Macintosh,direct,www.nysdot.gov,Orlando,28.5037,-81.330597,America/New_York,1331924244,1319563556
Mozilla/5.0,Windows NT 6.0,direct,www.nysdot.gov,Englishtown,40.278702,-74.368301,America/New_York,1331924243,1319563556
Mozilla/5.0,Windows,direct,travel.state.gov,Decatur,34.572701,-86.940598,America/Chicago,1331924245,1331227417
Mozilla/5.0,Windows NT 6.1,direct,www.nysdot.gov,San Jose,37.2183,-121.753899,America/Los_Angeles,1331924249,1319563556
Mozilla/5.0,Windows NT 6.1,direct,www.nysdot.gov,Saint Louis,38.6385,-90.302597,America/Chicago,1331924249,1319563556
Mozilla/5.0,Windows NT 5.1,plus.url.google.com,www.nasa.gov,Solon,41.386501,-81.440102,America/New_York,1331924253,1331922854
Mozilla/5.0,iPad,twitter.com,www.nasa.gov,Bratislava,48.150002,17.116699,Europe/Bratislava,1331924254,1331908247
Mozilla/5.0,Windows NT 6.1,t.co,www.usaid.gov,Silver Spring,39.0261,-77.0084,America/New_York,1331924254,1331905885
Mozilla/5.0,Windows,direct,www.nysdot.gov,White Plains,41.029099,-73.758003,America/New_York,1331924258,1319563556
Mozilla/5.0,Windows NT 5.1,t.co,radar.weather.gov,New Haven,41.3111,-72.924103,America/New_York,1331924258,1246975140
Mozilla/5.0,Windows NT 6.1,www.facebook.com,www.nasa.gov,San Giovanni In Fiore,39.25,16.700001,Europe/Rome,1331924259,1331922854
Mozilla/5.0,Windows NT 6.1,direct,www.nysdot.gov,Stamford,41.097801,-73.518799,America/New_York,1331924260,1319563556
Mozilla/5.0,Windows NT 5.1,www.facebook.com,www.nasa.gov,Gizeh,30.0086,31.2122,Africa/Cairo,1331924259,1331922854
Mozilla/5.0,Windows NT 5.1,direct,earth.jsc.nasa.gov,York,43.686699,-79.486702,America/Rainy_River,1331924262,1331921402
Mozilla/5.0,Macintosh,direct,www.nysdot.gov,San Francisco,37.7645,-122.429398,America/Los_Angeles,1331924263,1319563556
Mozilla/5.0,Windows NT 6.1,direct,www.nysdot.gov,Winter Park,28.605101,-81.332199,America/New_York,1331924264,1319563556
Mozilla/5.0,Windows NT 6.1,direct,www.nysdot.gov,Salt Lake City,40.724201,-111.8787,America/Denver,1331924264,1319563556
Mozilla/5.0,Windows NT 5.1,www.usa.gov,answers.usa.gov,American Fork,40.393002,-111.783798,America/Denver,1331924265,1326477025
Mozilla/4.0,Windows NT 6.1,www.aashtojournal.org,thomas.loc.gov,Kansas City,39.102402,-94.550201,America/Chicago,1331924268,1331857862
Mozilla/5.0,Windows NT 6.1,direct,www.nysdot.gov,Fort Worth,32.867298,-97.248596,America/Chicago,1331924268,1319563556
Mozilla/4.0,Windows NT 6.1,t.co,www.eugene-or.gov,Eugene,44.048599,-123.219704,America/Los_Angeles,1331924268,1331583654
Mozilla/5.0,Ubuntu 14.04.6,www.facebook.com,www.nasa.gov,Cagliari,39.216702,9.1167,Europe/Rome,1331924269,1331922854
Mozilla/5.0,Windows NT 5.1,www.facebook.com,www.nasa.gov,Davao,7.0731,125.612801,Asia/Manila,1331924272,1331922854
Mozilla/5.0,Windows NT 5.1,www.facebook.com,www.crh.noaa.gov,Indianapolis,39.806198,-86.140701,America/Indianapolis,1331924277,1331915247
Mozilla/4.0,Windows NT 6.1,support.accuchinesmanufacturing.net,thomas.loc.gov,Burlington,42.5051,-71.204697,America/New_York,1331924277,1331075220
Mozilla/5.0,Windows,direct,www.nysdot.gov,Philadelphia,39.996799,-75.148499,America/New_York,1331924281,1319563556
Mozilla/5.0,Macintosh,direct,www.nysdot.gov,White Plains,41.029099,-73.758003,America/New_York,1331924285,1319563556
Mozilla/5.0,iPhone,m.facebook.com,www.montgomerycountymd.gov,Silver Spring,39.089802,-77.061096,America/New_York,1331924290,1331905432
Mozilla/4.0,Windows NT 6.1,togetter.com,www.navy.mil,Nogata,33.733299,130.733307,Asia/Tokyo,1331924291,1267810238
Mozilla/5.0,iPhone,direct,harkin.senate.gov,Queens Village,40.721001,-73.743698,America/New_York,1331924296,1331910313
Mozilla/5.0,Windows,direct,www.nysdot.gov,Palo Alto,37.376202,-122.182602,America/Los_Angeles,1331924296,1319563556
Mozilla/4.0,Windows NT 6.1,direct,www.fda.gov,Paramus,40.9445,-74.07,America/New_York,1331924296,1301298479
Mozilla/5.0,Macintosh,direct,www.nysdot.gov,White Plains,41.029099,-73.758003,America/New_York,1331924299,1319563556
Mozilla/5.0,Windows NT 6.1,direct,www.nysdot.gov,White Plains,41.029099,-73.758003,America/New_York,1331924298,1319563556
Mozilla/5.0,Windows NT 6.1,direct,www.nysdot.gov,Appleton,44.338501,-88.404198,America/Chicago,1331924298,1319563556
Mozilla/5.0,Windows NT 6.1,links.govdelivery.com,public.health.oregon.gov,Brooklyn,40.6525,-73.955399,America/New_York,1331924298,1322004681
Mozilla/5.0,Windows NT 6.1,roosterteeth.com,www.irs.gov,Christchurch,50.733299,-1.7667,Europe/London,1331924299,1331742257
Mozilla/4.0,Windows NT 6.1,direct,answers.usa.gov,Sumter,33.880798,-80.3536,America/New_York,1331924301,1315930439
Mozilla/5.0,Windows NT 6.1,direct,www.nps.gov,Orangevale,38.684502,-121.222298,America/Los_Angeles,1331924305,1331502617
Mozilla/4.0,Windows NT 6.1,direct,www.fbi.gov,York,39.917099,-76.725601,America/New_York,1331924306,1331821331
Mozilla/5.0,Windows NT 5.1,iava.org,www.stripes.com,Addison,41.931,-88.009003,America/Chicago,1331924304,1331904391
Mozilla/5.0,Windows NT 6.1,t.co,www.nasa.gov,Haverhill,42.791401,-71.132202,America/New_York,1331924307,1331908247
Mozilla/4.0,Windows NT 6.1,direct,www.eugene-or.gov,Eugene,44.048599,-123.219704,America/Los_Angeles,1331924312,1331583654
Mozilla/4.0,Windows NT 6.1,t.co,www.whitehouse.gov,Annapolis,38.986099,-76.513702,America/New_York,1331924312,1331908546
Mozilla/5.0,Windows NT 6.1,direct,www.nysdot.gov,Palo Alto,37.376202,-122.182602,America/Los_Angeles,1331924313,1319563556
Mozilla/4.0,Windows NT 6.1,direct,www.fbi.gov,Ashburn,39.033501,-77.483803,America/New_York,1331924316,1331855047
Mozilla/5.0,Windows NT 6.1,direct,www.nysdot.gov,Alexandria,38.790901,-77.094704,America/New_York,1331924317,1319563556
Mozilla/5.0,Linux,m.facebook.com,www.army.mil,Santa Cruz,37.0448,-122.102097,America/Los_Angeles,1331924319,1331829147
Mozilla/5.0,Windows NT 5.1,www.facebook.com,www.army.mil,Cleveland,41.474899,-81.7388,America/New_York,1331924319,1331911734
Mozilla/5.0,Windows NT 6.0,www.indy.gov,www.indy.gov,Wayne,40.054798,-75.408302,America/New_York,1331924321,1331567925
Mozilla/5.0,iPhone,m.facebook.com,www.whitehouse.gov,Cedar Park,30.4998,-97.808197,America/Chicago,1331924321,1331840856
Mozilla/5.0,iPad,twitter.com,www.nasa.gov,Birkenhead,53.400002,-3.0333,Europe/London,1331924324,1331904598
Mozilla/5.0,Windows NT 6.1,direct,www.nysdot.gov,Palo Alto,37.376202,-122.182602,America/Los_Angeles,1331924324,1319563556
Mozilla/5.0,Windows NT 6.1,www.facebook.com,www.nasa.gov,Alicante,38.349998,-0.4833,Europe/Madrid,1331924325,1331922854
Mozilla/5.0,Windows,direct,www.nysdot.gov,Palo Alto,37.376202,-122.182602,America/Los_Angeles,1331924325,1319563556
Mozilla/5.0,Windows NT 6.1,t.co,www.louise.house.gov,Chicago,41.8675,-87.6744,America/Chicago,1331924325,1331650638
Mozilla/5.0,Windows NT 6.1,www.barackobama.com,www.whitehouse.gov,Ceska Lipa,50.6833,14.55,Europe/Prague,1331924325,1331814239
Mozilla/4.0,Windows NT 6.1,www.aashtojournal.org,thomas.loc.gov,Albany,42.670601,-73.779099,America/New_York,1331924328,1320859236
Mozilla/5.0,Macintosh,direct,www.nysdot.gov,White Plains,41.029099,-73.758003,America/New_York,1331924333,1319563556
Mozilla/5.0,Windows,direct,www.nysdot.gov,Palo Alto,37.376202,-122.182602,America/Los_Angeles,1331924332,1319563556
Mozilla/5.0,Windows NT 5.1,direct,www.cdc.gov,Fremont,37.567001,-121.982903,America/Los_Angeles,1331924335,1331906990
Mozilla/5.0,Windows NT 6.1,www.facebook.com,robotics.nasa.gov,New Berlin,42.972099,-88.130501,America/Chicago,1331924336,1331923220
Mozilla/5.0,Windows NT 6.1,direct,www.nysdot.gov,Palo Alto,37.376202,-122.182602,America/Los_Angeles,1331924337,1319563556
Mozilla/5.0,Macintosh,direct,www.nysdot.gov,Dallas,32.901299,-96.793602,America/Chicago,1331924337,1319563556
Mozilla/5.0,Windows NT 6.1,direct,www.nysdot.gov,Hampton,37.050499,-76.352303,America/New_York,1331924337,1319563556
Mozilla/4.0,Windows NT 6.1,t.co,www.whitehouse.gov,Annapolis,38.986099,-76.513702,America/New_York,1331924338,1331735663
Mozilla/5.0,Windows NT 6.1,t.co,www.nature.nps.gov,Washington,38.904202,-77.031998,America/New_York,1331924339,1331921833
Mozilla/5.0,Windows NT 6.1,t.co,www.nasa.gov,Santos Dumont,-21.4667,-43.5667,America/Sao_Paulo,1331924341,1331908247
Mozilla/5.0,Windows NT 6.1,t.co,www.whitehouse.gov,Annapolis,38.986099,-76.513702,America/New_York,1331924341,1331908546
Mozilla/4.0,Windows NT 6.1,www.facebook.com,www.nasa.gov,Bangkok,13.75,100.516701,Asia/Bangkok,1331924342,1331922854
Mozilla/5.0,Windows NT 6.1,plus.url.google.com,www.nasa.gov,Pullman,46.732201,-117.245499,America/Los_Angeles,1331924344,1331922854
Mozilla/5.0,Windows NT 6.1,t.co,www.whitehouse.gov,Annapolis,38.986099,-76.513702,America/New_York,1331924344,1331735663
Mozilla/4.0,Windows NT 6.1,www.facebook.com,www.nasa.gov,Bangkok,13.75,100.516701,Asia/Bangkok,1331924346,1331922854
Mozilla/4.0,Windows NT 6.1,direct,www.cnic.navy.mil,Mililani,21.4701,-157.963699,Pacific/Honolulu,1331924350,1331922709
Mozilla/4.0,Windows NT 6.1,www.barackobama.com,www.whitehouse.gov,San Marcos,33.137001,-117.1679,America/Los_Angeles,1331924350,1331814239
Mozilla/5.0,Windows NT 6.1,www.facebook.com,www.nasa.gov,Harrisville,41.973,-71.642197,America/New_York,1331924349,1331922854
Mozilla/5.0,iPhone,twitter.com,www.senate.gov,Fountain,35.694199,-77.629402,America/New_York,1331924349,1331670062
Mozilla/5.0,Windows NT 6.1,www.facebook.com,www.nasa.gov,Stuttgart,48.766701,9.1833,Europe/Berlin,1331924352,1331922854
Mozilla/4.0,Windows NT 6.1,yandex.ru,www.state.gov,Moscow,55.752201,37.615601,Europe/Moscow,1331924352,1306396559
Mozilla/5.0,Windows NT 6.1,direct,www.nysdot.gov,Saint Louis,38.6385,-90.302597,America/Chicago,1331924352,1319563556
Mozilla/5.0,Windows NT 6.1,direct,www.nysdot.gov,Palo Alto,37.376202,-122.182602,America/Los_Angeles,1331924354,1319563556
Mozilla/5.0,Windows NT 5.1,direct,www.nysdot.gov,Everett,42.406399,-71.051201,America/New_York,1331924354,1319563556
Mozilla/5.0,Windows NT 6.1,www.linkedin.com,forecast.weather.gov,Northridge,34.2346,-118.519302,America/Los_Angeles,1331924359,1304285400
Mozilla/5.0,Linux,t.co,www.nasa.gov,Holle,52.083302,10.15,Europe/Berlin,1331924358,1331908247
Mozilla/5.0,Ubuntu 14.04.6,direct,www.nasa.gov,Heidelberg,49.416698,8.7,Europe/Berlin,1331924361,1331922854
Mozilla/5.0,Macintosh,t.co,www.fairfaxcounty.gov,Thurmont,39.5928,-77.423897,America/New_York,1331924363,1331916658
Mozilla/5.0,Windows NT 6.1,t.co,www.nasa.gov,Norrkg,58.599998,16.1833,Europe/Stockholm,1331924365,1331908247
Mozilla/5.0,Windows NT 6.1,t.co,www.nasa.gov,Santos Dumont,-21.4667,-43.5667,America/Sao_Paulo,1331924369,1331816802
Mozilla/5.0,Windows NT 6.1,t.co,www.nasa.gov,Norrkg,58.599998,16.1833,Europe/Stockholm,1331924370,1331670810
Mozilla/4.0,Windows NT 6.1,36ohk6dgmcd1n-c.c.yom.mail.yahoo.net,www.grants.gov,Hagerstown,39.629101,-77.712799,America/New_York,1331924370,1331218539
Mozilla/5.0,Windows NT 6.1,www.facebook.com,www.nasa.gov,Arlington,38.878201,-77.1054,America/New_York,1331924375,1331922854
Mozilla/5.0,Windows NT 5.1,direct,www.nysdot.gov,Everett,42.406399,-71.051201,America/New_York,1331924377,1319563556
Mozilla/5.0,iPhone,twitter.com,www.nasa.gov,London,51.500198,-0.1262,Europe/London,1331924379,1331908247
Mozilla/4.0,Windows NT 6.1,www.army.mil,www.army.mil,Akron,41.075199,-81.458099,America/New_York,1331924381,1327440468
Mozilla/4.0,Windows NT 6.1,t.co,www.whitehouse.gov,Annapolis,38.986099,-76.513702,America/New_York,1331924382,1331735663
Mozilla/5.0,iPad,direct,www.srh.noaa.gov,Kingston,42.908401,-71.061096,America/New_York,1331924382,1327434749
Mozilla/5.0,iPad,direct,www.nysdot.gov,Cleveland,30.365101,-95.067398,America/Chicago,1331924385,1319563556
Mozilla/5.0,Windows,direct,www.whitehouse.gov,Dallas,32.782501,-96.820702,America/Chicago,1331924386,1322934825
Mozilla/4.0,Windows NT 6.1,t.co,www.nih.gov,Cadillac,44.256401,-85.534798,America/New_York,1331924387,1331906985
Mozilla/5.0,iPhone,t.co,forecast.weather.gov,Cathedral City,33.820499,-116.458603,America/Los_Angeles,1331924385,1304285400
Mozilla/5.0,Windows NT 6.0,www.facebook.com,www.nasa.gov,Cincinnati,39.169899,-84.485901,America/New_York,1331924386,1331922854
Mozilla/5.0,Macintosh,direct,www.nysdot.gov,White Plains,41.029099,-73.758003,America/New_York,1331924388,1319563556
Mozilla/5.0,Windows NT 6.1,www.facebook.com,www.nasa.gov,Acapulco,16.85,-99.916702,America/Mexico_City,1331924388,1331922854
Mozilla/4.0,Windows NT 6.1,direct,www.fda.gov,Paramus,40.9445,-74.07,America/New_York,1331924391,1301298479
Mozilla/4.0,Windows NT 6.1,t.co,www.whitehouse.gov,Annapolis,38.986099,-76.513702,America/New_York,1331924390,1331735663
Mozilla/5.0,Windows NT 6.1,direct,www.nysdot.gov,Richmond,37.5242,-77.493202,America/New_York,1331924392,1319563556
